type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8
SC,sc-bio2-5,CEs 5,"Analizar críticamente determinadas acciones relacionadas con la sostenibilidad y la salud, basándose en los fundamentos de la biología molecular, para argumentar acerca de la importancia de adoptar estilos de vida sostenibles y saludables.",od-ccl3,od-stem2,od-stem5,od-cd4,od-cpsaa2,od-cc3,,
SC,sc-bio2-6,CEs 6,"Analizar la función de las principales biomoléculas, bioelementos y sus estructuras e interacciones bioquímicas, argumentando sobre su importancia en los organismos vivos para explicar las características macroscópicas de estos a partir de las moleculares.",od-ccl1,od-ccl2,od-stem1,od-stem2,od-cd1,,,
EC,ec-bio2-1.1,1.1,"Analizar críticamente conceptos y procesos biológicos, seleccionando e interpretando información en diferentes formatos (modelos, gráficos, tablas, diagramas, fórmulas, esquemas u otros).",,,,,,,,
EC,ec-bio2-1.2,1.2,"Comunicar informaciones u opiniones razonadas relacionadas con los saberes de la materia, transmitiéndolas de forma clara y rigurosa, utilizando la terminología y el formato adecuados (modelos, gráficos, tablas, vídeos, informes, diagramas, fórmulas, esquemas, símbolos o contenidos digitales, entre otros) y respondiendo de manera fundamentada y precisa a las cuestiones que puedan surgir durante el proceso.",,,,,,,,
EC,ec-bio2-1.3,1.3,"Argumentar sobre aspectos relacionados con los saberes de la materia, considerando los puntos fuertes y débiles de diferentes posturas de forma razonada y con una actitud abierta, flexible, receptiva y respetuosa ante la opinión de las demás personas.",,,,,,,,
EC,ec-bio2-2.1,2.1,"Plantear y resolver cuestiones y crear contenidos relacionados con los saberes de la materia, localizando y citando fuentes de forma adecuada; seleccionando, organizando y analizando críticamente la información.",,,,,,,,
EC,ec-bio2-2.2,2.2,"Contrastar y justificar la veracidad de información relacionada con la materia, utilizando fuentes fiables, aportando datos y adoptando una actitud crítica y escéptica hacia informaciones sin una base científica como pseudociencias, teorías conspiratorias, creencias infundadas, bulos, etc.",,,,,,,,
EC,ec-bio2-3.1,3.1,Evaluar la fiabilidad de las conclusiones de un trabajo de investigación o divulgación científica relacionado con los saberes de la materia de acuerdo a la interpretación de los resultados obtenidos.,,,,,,,,
EC,ec-bio2-3.2,3.2,"Argumentar, utilizando ejemplos concretos, sobre la contribución de la ciencia a la sociedad y la labor de las personas dedicadas a ella, destacando el papel de la mujer y entendiendo la investigación como una labor colectiva e interdisciplinar en constante evolución influida por el contexto político y social y por los recursos económicos.",,,,,,,,
EC,ec-bio2-4.1,4.1,"Explicar fenómenos biológicos, a través del planteamiento y la resolución de problemas, buscando y utilizando las estrategias y los recursos adecuados.",,,,,,,,
EC,ec-bio2-4.2,4.2,Analizar críticamente la solución a un problema utilizando los saberes de la materia de Biología y reformular los procedimientos utilizados o las conclusiones si dicha solución no fuese viable o ante nuevos datos aportados o encontrados con posterioridad.,,,,,,,,
EC,ec-bio2-5.1,5.1,"Argumentar sobre la importancia de adoptar estilos de vida saludable y compatible con el desarrollo sostenible, basándose en los principios de la biología molecular y relacionándolos con los procesos macroscópicos.",,,,,,,,
EC,ec-bio2-6.1,6.1,"Explicar las características y procesos vitales de los seres vivos mediante el análisis de sus biomoléculas, de las interacciones bioquímicas entre ellas y de sus reacciones metabólicas.",,,,,,,,
EC,ec-bio2-6.2,6.2,Aplicar metodologías analíticas en el laboratorio utilizando los materiales adecuados con precisión.,,,,,,,,
SB,sb-bio2-a1,A.1,Las biomoléculas orgánicas e inorgánicas: características generales y diferencias.,,,,,,,,
SB,sb-bio2-a2,A.2,"El agua y las sales minerales: relación entre sus características químicas, propiedades y funciones biológicas.",,,,,,,,
SB,sb-bio2-a3,A.3,"Los monosacáridos (pentosas y hexosas): características químicas, formas lineales y cíclicas, isomerías, enlaces y funciones.",,,,,,,,
SB,sb-bio2-a4,A.4,Los disacáridos y polisacáridos: ejemplos con más relevancia biológica.,,,,,,,,
SB,sb-bio2-a5,A.5,"Los lípidos saponificables y no saponificables: características químicas, tipos, diferencias y funciones biológicas.",,,,,,,,
SB,sb-bio2-a6,A.6,"Las proteínas: características químicas, estructura, función biológica y papel biocatalizador.",,,,,,,,
SB,sb-bio2-a7,A.7,Las vitaminas y sales: función biológica como cofactores enzimáticos e importancia de su incorporación en la dieta.,,,,,,,,
SB,sb-bio2-a8,A.8,"Los ácidos nucleicos: tipos, características químicas, estructura y función biológica.",,,,,,,,
SB,sb-bio2-a9,A.9,La relación entre los bioelementos y biomoléculas y la salud. Estilos de vida saludables.,,,,,,,,
SB,sb-bio2-b1,B.1,Mecanismo de replicación del ADN: modelo procariota y eucariota.,,,,,,,,
SB,sb-bio2-b2,B.2,Etapas de la expresión génica: modelo procariota y eucariota. El código genético: características y resolución de problemas.,,,,,,,,
SB,sb-bio2-b3,B.3,"Las mutaciones: su relación con la replicación del ADN, la evolución y la biodiversidad.",,,,,,,,
SB,sb-bio2-b4,B.4,Regulación de la expresión génica: su importancia en la diferenciación celular.,,,,,,,,
SB,sb-bio2-b5,B.5,Los genomas procariota y eucariota: características generales y diferencias.,,,,,,,,
SB,sb-bio2-c1,C.1,La teoría celular: implicaciones biológicas.,,,,,,,,
SB,sb-bio2-c2,C.2,"La microscopía óptica y electrónica: imágenes, poder de resolución y técnicas de preparación de muestras.",,,,,,,,
SB,sb-bio2-c3,C.3,La membrana plasmática: ultraestructura y propiedades.,,,,,,,,
SB,sb-bio2-c4,C.4,"El proceso osmótico: repercusión sobre la célula eucariota animal, vegetal y procariota.",,,,,,,,
SB,sb-bio2-c5,C.5,"El transporte a través de la membrana plasmática: mecanismos (difusión simple y facilitada, transporte activo, endocitosis y exocitosis) y tipos de moléculas transportadas con cada uno de ellos.",,,,,,,,
SB,sb-bio2-c6,C.6,Los orgánulos celulares eucariotas y procariotas: funciones básicas.,,,,,,,,
SB,sb-bio2-c7,C.7,El ciclo celular: fases y mecanismos de regulación.,,,,,,,,
SB,sb-bio2-c8,C.8,La mitosis y la meiosis: fases y función biológica.,,,,,,,,
SB,sb-bio2-c9,C.9,El cáncer: relación con las mutaciones y con la alteración del ciclo celular. Correlación entre el cáncer y determinados hábitos perjudiciales. La importancia de los estilos de vida saludables.,,,,,,,,
SB,sb-bio2-d1,D.1,Concepto de metabolismo.,,,,,,,,
SB,sb-bio2-d2,D.2,Conceptos de anabolismo y catabolismo: diferencias.,,,,,,,,
SB,sb-bio2-d3,D.3,"Procesos implicados en la respiración celular anaeróbica (glucólisis y fermentación) y aeróbica (ϋ-oxidación de los ácidos grasos, ciclo de Krebs, cadena de transporte de electrones y fosforilación oxidativa).",,,,,,,,
SB,sb-bio2-d4,D.4,Metabolismos aeróbico y anaeróbico: cálculo comparativo de sus rendimientos energéticos.,,,,,,,,
SB,sb-bio2-d5,D.5,"Principales rutas de anabolismo heterótrofo (síntesis de aminoácidos, proteínas y ácidos grasos) y autótrofo (fotosíntesis y quimiosíntesis): importancia biológica.",,,,,,,,
SB,sb-bio2-e1,E.1,Los microorganismos: características generales y clasificación. El papel destacado de los microorganismos en la biotecnología.,,,,,,,,
SB,sb-bio2-e2,E.2,"Técnicas de ingeniería genética y sus aplicaciones: PCR, enzimas de restricción, clonación molecular, CRISPR-Cas9, etc.",,,,,,,,
SB,sb-bio2-e3,E.3,"Importancia y repercusiones de la biotecnología: aplicaciones en salud, agricultura, medio ambiente, nuevos materiales, industria alimentaria, etc.",,,,,,,,
SB,sb-bio2-f1,F.1,Concepto de inmunidad.,,,,,,,,
SB,sb-bio2-f2,F.2,Las barreras externas: su importancia al dificultar la entrada de patógenos.,,,,,,,,
SB,sb-bio2-f3,F.3,Inmunidad innata y específica: diferencias.,,,,,,,,
SB,sb-bio2-f4,F.4,Inmunidad humoral y celular: mecanismos de acción.,,,,,,,,
SB,sb-bio2-f5,F.5,"Inmunidad artificial y natural, pasiva y activa: mecanismos de funcionamiento.",,,,,,,,
SB,sb-bio2-f6,F.6,Enfermedades infecciosas: fases.,,,,,,,,
SB,sb-bio2-f7,F.7,Principales patologías del sistema inmunitario: causas y relevancia clínica,,,,,,,,
BB,bb-bio2-a,A,Las biomoléculas,,,,,,,,
BB,bb-bio2-b,B,Genética molecular,,,,,,,,
BB,bb-bio2-c,C,Biología celular,,,,,,,,
BB,bb-bio2-d,D,Metabolismo,,,,,,,,
BB,bb-bio2-e,E,Biotecnología,,,,,,,,
BB,bb-bio2-f,F,Inmunología,,,,,,,,
