type,id,code,description,link1,link2,link3,link4,link5,link6,link7
OD,od-ccl3,CCL3,"Localiza, selecciona y contrasta de manera autónoma información procedente de diferentes fuentes evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, y la integra y transforma en conocimiento para comunicarla de manera clara y rigurosa adoptando un punto de vista creativo y crítico a la par que respetuoso con la propiedad intelectual.",kc-ccl,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas avanzadas comprendiendo cómo funcionan los motores de búsqueda en internet aplicando criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y organizando el almacenamiento de la información de manera adecuada y segura para referenciarla y reutilizarla posteriormente.",kc-cd,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,
OD,od-cc1,CC1,"Analiza hechos, normas e ideas relativas a la dimensión social, histórica, cívica y moral de su propia identidad, para contribuir a la consolidación de su madurez personal y social, adquirir una conciencia ciudadana y responsable, desarrollar la autonomía y el espíritu crítico, y establecer una interacción pacífica y respetuosa con otras personas y con el entorno.",kc-cc,,,,,,
OD,od-cd2,CD2,"Crea, integra y reelabora contenidos digitales de forma individual o colectiva, aplicando medidas de seguridad y respetando, en todo momento, los derechos de autoría digital para ampliar sus recursos y generar nuevo conocimiento.",kc-cd,,,,,,
OD,od-cc4,CC4,"Analiza las relaciones de interdependencia y ecodependencia entre nuestras formas de vida y el entorno, realizando un análisis crítico de la huella ecológica de las acciones humanas, y demostrando un compromiso ético y ecosocialmente responsable con actividades y hábitos que conduzcan al logro de los Objetivos de Desarrollo Sostenible y la lucha contra el cambio climático.",kc-cc,,,,,,
OD,od-ce1,CE1,"Evalúa necesidades y oportunidades y afronta retos, con sentido crítico y ético, evaluando su sostenibilidad y comprobando, a partir de conocimientos técnicos específicos, el impacto que puedan suponer en el entorno, para presentar y ejecutar ideas y soluciones innovadoras dirigidas a distintos contextos, tanto locales como globales, en el ámbito personal, social y académico con proyección profesional emprendedora.",kc-ce,,,,,,
SC,sc-gri2-1,CEs 1,"Traducir y comprender textos griegos de dificultad creciente y justificar la traducción, identificando y analizando los aspectos básicos de la lengua griega y sus unidades lingüísticas y reflexionando sobre ellas mediante la comparación con las lenguas de enseñanza y con otras lenguas del repertorio individual del alumnado, para realizar una lectura comprensiva, directa y eficaz, y una interpretación razonada de su contenido.",od-ccl1,od-ccl2,od-cp2,od-stem1,od-stem2,,
SC,sc-gri2-2,CEs 2,"Distinguir los étimos y formantes griegos presentes en el léxico de uso cotidiano, identificando los cambios semánticos que hayan tenido lugar y estableciendo una",od-cp2,od-cp3,od-stem1,od-cpsaa5,,,
SC,sc-gri2-3,CEs 3,"Leer, interpretar y comentar textos griegos de diferentes géneros y épocas, asumiendo el proceso creativo como complejo e inseparable del contexto histórico, social y político y de sus influencias artísticas, para identificar su genealogía y valorar su aportación a la literatura europea.",od-ccl4,od-ccec1,od-ccec2,,,,
SC,sc-gri2-4,CEs 4,"Analizar las características de la civilización griega en el ámbito personal, religioso y sociopolítico, adquiriendo conocimientos sobre el mundo heleno y comparando críticamente el presente y el pasado, para valorar las aportaciones del mundo clásico griego a nuestro entorno como base de una ciudadanía democrática y comprometida.",od-ccl3,od-cp3,od-cd1,od-cpsaa3.1,od-cc1,,
SC,sc-gri2-5,CEs 5,"Valorar críticamente el patrimonio histórico, arqueológico, artístico y cultural heredado de la civilización griega, promoviendo su sostenibilidad y reconociéndolo como producto de la creación humana y como testimonio de la historia, para explicar el legado material e inmaterial griego como transmisor de conocimiento y fuente de inspiración de creaciones modernas y contemporáneas.",od-ccl3,od-cd2,od-cc1,od-cc4,od-ce1,od-ccec1,od-ccec2
EC,ec-gri2-1.1,1.1,"Realizar traducciones directas o inversas de textos o fragmentos de dificultad adecuada y progresiva, con corrección ortográfica y expresiva, identificando y analizando unidades lingüísticas regulares de la lengua, y apreciando variantes y coincidencias con otras lenguas conocidas.",,,,,,,
EC,ec-gri2-1.2,1.2,"Seleccionar el significado apropiado de palabras polisémicas y justificar la decisión, teniendo en cuenta la información cotextual o contextual y utilizando herramientas de apoyo al proceso de traducción en distintos soportes, tales como listas de vocabulario, léxicos de frecuencia, glosarios, diccionarios, mapas o atlas, correctores ortográficos, gramáticas y libros de estilo.",,,,,,,
EC,ec-gri2-1.3,1.3,"Revisar y subsanar las propias traducciones y las de los compañeros y las compañeras, realizando propuestas de mejora y argumentando los cambios con terminología especializada a partir de la reflexión lingüística.",,,,,,,
EC,ec-gri2-1.4,1.4,"Realizar la lectura directa de textos griegos de dificultad adecuada identificando las unidades lingüísticas más frecuentes de la lengua griega, comparándolas con las de las lenguas del repertorio lingüístico propio y asimilando los aspectos morfológicos, sintácticos y léxicos del griego.",,,,,,,
EC,ec-gri2-1.5,1.5,"Registrar los progresos y dificultades de aprendizaje de la lengua griega, seleccionando las estrategias más adecuadas y eficaces para superar esas dificultades y consolidar su aprendizaje, realizando actividades de planificación del propio aprendizaje, autoevaluación y coevaluación, como las propuestas en el Portfolio Europeo de las Lenguas (PEL) o en un diario de aprendizaje, haciéndolos explícitos y compartiéndolos.",,,,,,,
EC,ec-gri2-2.1,2.1,"Deducir el significado etimológico de un término de uso común e inferir el significado de términos de nueva aparición o procedentes de léxico especializado aplicando estrategias de reconocimiento de étimos y formantes griegos atendiendo a los cambios fonéticos, morfológicos o semánticos que hayan tenido lugar.",,,,,,,
EC,ec-gri2-2.2,2.2,"Explicar la relación del griego con las lenguas modernas, analizando los elementos lingüísticos comunes de origen griego y utilizando con iniciativa estrategias y conocimientos de las lenguas y lenguajes que conforman el repertorio propio.",,,,,,,
EC,ec-gri2-2.3,2.3,"Analizar críticamente prejuicios y estereotipos lingüísticos adoptando una actitud de respeto y valoración de la diversidad como riqueza cultural, lingüística y dialectal.",,,,,,,
EC,ec-gri2-3.1,3.1,"Interpretar y comentar textos y fragmentos literarios de diversa índole de creciente complejidad, aplicando estrategias de análisis y reflexión que impliquen movilizar la propia experiencia, comprender el mundo y la condición humana y desarrollar la sensibilidad estética y el hábito lector.",,,,,,,
EC,ec-gri2-3.2,3.2,"Analizar y explicar los géneros, temas, tópicos y valores éticos o estéticos de obras o fragmentos literarios griegos comparándolos con obras o fragmentos literarios posteriores, desde un enfoque intertextual.",,,,,,,
EC,ec-gri2-3.3,3.3,"Identificar y definir palabras griegas que designan conceptos fundamentales para el estudio y comprensión de la civilización helena y cuyo aprendizaje combina conocimientos léxicos y culturales, tales como , , , , en textos de diferentes formatos.",,,,,,,
EC,ec-gri2-3.4,3.4,"Crear textos individuales o colectivos con intención literaria y conciencia de estilo, en distintos soportes y con ayuda de otros lenguajes artísticos y audiovisuales, a partir de la lectura de obras o fragmentos significativos en los que se haya partido de la civilización y la cultura griegas como fuente de inspiración.",,,,,,,
EC,ec-gri2-4.1,4.1,"Explicar los procesos históricos y políticos, las instituciones, los modos de vida y las costumbres de la sociedad helena, comparándolos con los de las sociedades actuales, valorando de manera crítica las adaptaciones y cambios experimentados a la luz de la evolución de las sociedades y los derechos humanos, y favoreciendo el desarrollo de una cultura compartida y una ciudadanía comprometida con la memoria colectiva y los valores democráticos.",,,,,,,
EC,ec-gri2-4.2,4.2,"Debatir acerca de la importancia, evolución, asimilación o cuestionamiento de diferentes aspectos del legado griego en nuestra sociedad, utilizando estrategias retóricas y oratorias de manera guiada, mediando entre posturas cuando sea necesario, seleccionando y contrastando información y experiencias veraces y mostrando interés, respeto y empatía por otras opiniones y argumentaciones.",,,,,,,
EC,ec-gri2-4.3,4.3,"Elaborar trabajos de investigación en diferentes soportes sobre aspectos del legado de la civilización griega en el ámbito personal, religioso y sociopolítico localizando, seleccionando, contrastando y reelaborando información procedente de diferentes fuentes, calibrando su fiabilidad y pertinencia y respetando los principios de rigor y propiedad intelectual.",,,,,,,
EC,ec-gri2-5.1,5.1,"Identificar y explicar el legado material e inmaterial de la civilización griega como fuente de inspiración, analizando producciones culturales y artísticas posteriores.",,,,,,,
EC,ec-gri2-5.2,5.2,"Investigar el patrimonio histórico, arqueológico, artístico y cultural heredado de la civilización griega, actuando de forma adecuada, empática y respetuosa e interesándose por los procesos de preservación y por aquellas actitudes cívicas que aseguran su sostenibilidad.",,,,,,,
EC,ec-gri2-5.3,5.3,"Explorar el legado griego en el entorno del alumnado, aplicando los conocimientos adquiridos y reflexionando sobre las implicaciones de sus distintos usos, dando ejemplos de la pervivencia de la Antigüedad clásica en su vida cotidiana y presentando sus resultados a través de diferentes soportes.",,,,,,,
SB,sb-gri2-a1,A.1,Concepto de lengua flexiva: flexión nominal y pronominal (sistema casual y declinaciones) y flexión verbal.,,,,,,,
SB,sb-gri2-a2,A.2,Sintaxis oracional. Funciones y sintaxis de los casos.,,,,,,,
SB,sb-gri2-a3,A.3,Estructuras oracionales. La concordancia y el orden de palabras en oraciones simples y oraciones compuestas.,,,,,,,
SB,sb-gri2-a4,A.4,Formas nominales del verbo.,,,,,,,
SB,sb-gri2-a5,A.5,El análisis morfosintáctico como herramienta de traducción.,,,,,,,
SB,sb-gri2-a6,A.6,"Estrategias de traducción: formulación de expectativas a partir del entorno textual (título, obra…) y del propio texto (campos temáticos, familias de palabras, etc.), así como a partir del contexto; conocimiento del tema; descripción de la estructura y género; peculiaridades lingüísticas de los textos traducidos (discurso directo/indirecto, uso de tiempos verbales, modos y voces verbales, pregunta retórica, etc.); errores frecuentes de traducción y técnicas para evitarlos.",,,,,,,
SB,sb-gri2-a7,A.7,"Herramientas para la traducción: glosarios, diccionarios, atlas o correctores ortográficos en soporte analógico o digital, etc.",,,,,,,
SB,sb-gri2-a8,A.8,Lectura comparada de diferentes traducciones y comentario de textos bilingües a partir de terminología metalingüística.,,,,,,,
SB,sb-gri2-a9,A.9,Recursos estilísticos frecuentes y su relación con el contenido del texto.,,,,,,,
SB,sb-gri2-a10,A.10,Estrategias de retroversión de textos breves.,,,,,,,
SB,sb-gri2-a11,A.11,"La traducción como instrumento que favorece el razonamiento lógico, la constancia, la memoria, la resolución de problemas y la capacidad de análisis y síntesis.",,,,,,,
SB,sb-gri2-a12,A.12,Aceptación del error como parte del proceso de aprendizaje y actitud positiva de superación.,,,,,,,
SB,sb-gri2-a13,A.13,"Estrategias y herramientas, analógicas y digitales, individuales y cooperativas, para la autoevaluación, la coevaluación y la autorreparación.",,,,,,,
SB,sb-gri2-b1,B.1,Influencia del griego en la evolución de las lenguas de enseñanza y del resto de lenguas que conforman el repertorio lingüístico individual del alumnado.,,,,,,,
SB,sb-gri2-b2,B.2,"Léxico: procedimientos de composición y derivación en la formación de palabras griegas; lexemas, sufijos y prefijos de origen griego en el léxico de uso común y en el específico de las ciencias y la técnica; significado y definición de palabras en las lenguas de enseñanza a partir de sus étimos griegos; técnicas para la elaboración de familias léxicas y de un vocabulario básico griego de frecuencia.",,,,,,,
SB,sb-gri2-b3,B.3,Interés por conocer el significado etimológico de las palabras y reconocimiento de la importancia del uso adecuado del vocabulario como instrumento básico en la comunicación.,,,,,,,
SB,sb-gri2-b4,B.4,Respeto por todas las lenguas y aceptación de las diferencias culturales de las gentes que las hablan.,,,,,,,
SB,sb-gri2-b5,B.5,"Herramientas analógicas y digitales para el aprendizaje, la comunicación y el desarrollo de proyectos con estudiantes de griego a nivel transnacional.",,,,,,,
SB,sb-gri2-b6,B.6,"Expresiones y léxico específico para reflexionar y compartir la reflexión sobre la comunicación, la lengua, el aprendizaje y las herramientas de comunicación y aprendizaje (metalenguaje).",,,,,,,
SB,sb-gri2-c1,C.1,Etapas y vías de transmisión de la literatura griega.,,,,,,,
SB,sb-gri2-c2,C.2,"Principales géneros y autores y autoras de la literatura griega: origen, tipología, cronología, temas, motivos, tradición, características y principales autores y autoras.",,,,,,,
SB,sb-gri2-c3,C.3,Técnicas para el comentario y análisis lingüístico y literario de los textos literarios griegos.,,,,,,,
SB,sb-gri2-c4,C.4,"Recepción de la literatura griega: influencia en la literatura latina y en la producción cultural europea, nociones básicas de intertextualidad, imitatio, aemulatio, interpretatio, allusio.",,,,,,,
SB,sb-gri2-c5,C.5,Analogías y diferencias entre los géneros literarios griegos y los de la literatura actual.,,,,,,,
SB,sb-gri2-c6,C.6,Introducción a la crítica literaria.,,,,,,,
SB,sb-gri2-c7,C.7,Interés hacia la literatura como fuente de placer y de conocimiento del mundo.,,,,,,,
SB,sb-gri2-c8,C.8,Respeto de la propiedad intelectual y derechos de autor sobre las fuentes consultadas y contenidos utilizados: herramientas para el tratamiento de datos bibliográficos y recursos para evitar el plagio.,,,,,,,
SB,sb-gri2-d1,D.1,"Geografía de la antigua Grecia: topografía, nombre y función de los principales sitios. Viajeros ilustres.",,,,,,,
SB,sb-gri2-d2,D.2,"Historia: etapas; hitos de la historia del mundo griego entre los siglos VIII a.C. y V d.C.; leyendas y principales episodios históricos, personalidades históricas relevantes de la historia de Grecia, su biografía en contexto y su importancia para Europa.",,,,,,,
SB,sb-gri2-d3,D.3,Historia y organización política y social de Grecia como parte esencial de la historia y la cultura de la sociedad actual. La mujer en la sociedad griega y personajes femeninos destacados.,,,,,,,
SB,sb-gri2-d4,D.4,"Instituciones, creencias y formas de vida de la civilización griega y su reflejo y pervivencia en la sociedad actual.",,,,,,,
SB,sb-gri2-d5,D.5,Influencias de la cultura griega en la civilización latina: Graecia capta ferum victorem cepit.,,,,,,,
SB,sb-gri2-d6,D.6,La aportación de Grecia a la cultura y al pensamiento de la sociedad occidental.,,,,,,,
SB,sb-gri2-d7,D.7,Relación de Grecia con culturas extranjeras como Persia o Roma.,,,,,,,
SB,sb-gri2-d8,D.8,El mar Mediterráneo como encrucijada de culturas ayer y hoy.,,,,,,,
SB,sb-gri2-d9,D.9,La importancia del discurso público para la vida política y social.,,,,,,,
SB,sb-gri2-e1,E.1,"Conceptos de legado, herencia y patrimonio.",,,,,,,
SB,sb-gri2-e2,E.2,La transmisión textual griega como patrimonio cultural y fuente de conocimiento a través de diferentes culturas y épocas. Soportes de escritura: tipos y preservación.,,,,,,,
SB,sb-gri2-e3,E.3,La mitología clásica y su pervivencia en manifestaciones literarias y artísticas. Personajes femeninos y estereotipos que representan.,,,,,,,
SB,sb-gri2-e4,E.4,"Obras públicas y urbanismo: construcción, conservación, preservación y restauración.",,,,,,,
SB,sb-gri2-e5,E.5,"Las representaciones y festivales teatrales, su evolución y pervivencia en la actualidad.",,,,,,,
SB,sb-gri2-e6,E.6,Las competiciones atléticas y su pervivencia en la actualidad.,,,,,,,
SB,sb-gri2-e7,E.7,"Las instituciones políticas griegas, su influencia y pervivencia en el sistema político actual.",,,,,,,
SB,sb-gri2-e8,E.8,Técnicas de debate y de exposición oral.,,,,,,,
SB,sb-gri2-e9,E.9,La educación en la antigua Grecia: los modelos educativos de Atenas y Esparta y su comparación con los sistemas actuales.,,,,,,,
SB,sb-gri2-e10,E.10,Principales obras artísticas de la Antigüedad griega.,,,,,,,
SB,sb-gri2-e11,E.11,"Principales sitios arqueológicos, museos o festivales relacionados con la Antigüedad clásica.",,,,,,,
BB,bb-gri2-a,A,El texto: comprensión y traducción.,,,,,,,
BB,bb-gri2-b,B,Plurilingüismo,,,,,,,
BB,bb-gri2-c,C,Educación literaria,,,,,,,
BB,bb-gri2-d,D,La antigua Grecia,,,,,,,
BB,bb-gri2-e,E,Legado y patrimonio,,,,,,,
