type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10
OD,od-cc4,CC4,"Comprende las relaciones sistémicas de interdependencia, ecodependencia e interconexión entre actuaciones locales y globales, y adopta, de forma consciente y motivada, un estilo de vida sostenible y ecosocialmente responsable.",kc-cc,,,,,,,,,
OD,od-ccl3,CCL3,"Localiza, selecciona y contrasta de manera progresivamente autónoma información procedente de diferentes fuentes, evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, y la integra y transforma en conocimiento para comunicarla adoptando un punto de vista creativo, crítico y personal a la par que respetuoso con la propiedad intelectual.",kc-ccl,,,,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas en Internet atendiendo a criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y archivándolos, para recuperarlos, referenciarlos y reutilizarlos, respetando la propiedad intelectual.",kc-cd,,,,,,,,,
OD,od-cd2,CD2,"Gestiona y utiliza su entorno personal digital de aprendizaje para construir conocimiento y crear contenidos digitales, mediante estrategias de tratamiento de la información y el uso de diferentes herramientas digitales, seleccionando y configurando la más adecuada en función de la tarea y de sus necesidades de aprendizaje permanente.",kc-cd,,,,,,,,,
OD,od-cd3,CD3,"Se comunica, participa, colabora e interactúa compartiendo contenidos, datos e información mediante herramientas o plataformas virtuales, y gestiona de manera responsable sus acciones, presencia y visibilidad en la red, para ejercer una ciudadanía digital activa, cívica y reflexiva.",kc-cd,,,,,,,,,
OD,od-cd4,CD4,"Identifica riesgos y adopta medidas preventivas al usar las tecnologías digitales para proteger los dispositivos, los datos personales, la salud y el medioambiente, y para tomar conciencia de la importancia y necesidad de hacer un uso crítico, legal, seguro, saludable y sostenible de dichas tecnologías.",kc-cd,,,,,,,,,
OD,od-ce3,CE3,"Desarrolla el proceso de creación de ideas y soluciones valiosas y toma decisiones, de manera razonada, utilizando estrategias ágiles de planificación y gestión, y reflexiona sobre el proceso realizado y el resultado obtenido, para llevar a término el proceso de creación de prototipos innovadores y de valor, considerando la experiencia como una oportunidad para aprender.",kc-ce,,,,,,,,,
OD,od-ccl4,CCL4,"Lee con autonomía obras diversas adecuadas a su edad, seleccionando las que mejor se ajustan a sus gustos e intereses; aprecia el patrimonio literario como cauce privilegiado de la experiencia individual y colectiva; y moviliza su propia experiencia biográfica y sus conocimientos literarios y culturales para construir y compartir su interpretación de las obras y para crear textos de intención literaria de progresiva complejidad.",kc-ccl,,,,,,,,,
OD,od-cpsaa3,CPSAA3,"Comprende proactivamente las perspectivas y las experiencias de las demás personas y las incorpora a su aprendizaje, para participar en el trabajo en grupo, distribuyendo y aceptando tareas y responsabilidades de manera equitativa y empleando estrategias cooperativas.",kc-cpsaa,,,,,,,,,
OD,od-ccec1,CCEC1,"Conoce, aprecia críticamente y respeta el patrimonio cultural y artístico, implicándose en su conservación y valorando el enriquecimiento inherente a la diversidad cultural y artística.",kc-ccec,,,,,,,,,
OD,od-ccec2,CCEC2,"Disfruta, reconoce y analiza con autonomía las especificidades e intencionalidades de las manifestaciones artísticas y culturales más destacadas del patrimonio, distinguiendo los medios y soportes, así como los lenguajes y elementos técnicos que las caracterizan.",kc-ccec,,,,,,,,,
OD,od-ccec3,CCEC3,"Expresa ideas, opiniones, sentimientos y emociones por medio de producciones culturales y artísticas, integrando su propio cuerpo y desarrollando la autoestima, la creatividad y el sentido del lugar que ocupa en la sociedad, con una actitud empática, abierta y colaborativa.",kc-ccec,,,,,,,,,
OD,od-ccec4,CCEC4,"Conoce, selecciona y utiliza con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para la creación de productos artísticos y culturales, tanto de forma individual como colaborativa, identificando oportunidades de desarrollo personal, social y laboral, así como de emprendimiento.",kc-ccec,,,,,,,,,
OD,od-stem1,STEM1,"Utiliza métodos inductivos y deductivos propios del razonamiento matemático en situaciones conocidas, y selecciona y emplea diferentes estrategias para resolver problemas analizando críticamente las soluciones y reformulando el procedimiento, si fuera necesario.",kc-stem,,,,,,,,,
OD,od-cc2,CC2,"Analiza y asume fundadamente los principios y valores que emanan del proceso de integración europea, la Constitución española y los derechos humanos y de la infancia, participando en actividades comunitarias, como la toma de decisiones o la resolución de conflictos, con actitud democrática, respeto por la diversidad, y compromiso con la igualdad de género, la cohesión social, el desarrollo sostenible y el logro de la ciudadanía mundial.",kc-cc,,,,,,,,,
SC,sc-lal1-1,CEs 1,"Explicar y apreciar la diversidad lingüística del mundo a partir del conocimiento de la realidad lingüística y cultural de Asturias en el contexto plurilingüe y pluricultural de España, analizando el origen y desarrollo sociohistórico de las lenguas propias, las características de sus principales variedades, así como los fenómenos del contacto entre lenguas, para favorecer la reflexión interlingüística, refutar los estereotipos y prejuicios lingüísticos y valorar esta diversidad como fuente de patrimonio cultural.",,,,,,,,,,
SC,sc-lal1-2,CEs 2,"Comprender e interpretar textos orales y multimodales en asturiano recogiendo el sentido general y la información más relevante, identificando el punto de vista y la intención del emisor y valorando su fiabilidad, su forma y su contenido, para construir conocimiento, formarse opinión y ensanchar las posibilidades de disfrute y ocio.",od-ccl2,od-cp2,od-stem4,od-cpsaa4,od-cpsaa5,od-ce1,,,,
SC,sc-lal1-3,CEs 3,"Producir textos orales y multimodales en asturiano con coherencia, cohesión, fluidez y el registro adecuado, atendiendo a las convenciones propias de los diferentes géneros discursivos, y participar en interacciones orales con actitud cooperativa y respetuosa, tanto para construir conocimiento y establecer vínculos personales como para intervenir de manera activa e informada en diferentes contextos sociales.",od-ccl1,od-ccl5,od-cp2,od-cp3,od-stem4,od-cpsaa1,od-cpsaa4,od-cpsaa5,od-cc3,od-cc4
SC,sc-lal1-4,CEs 4,"Comprender, interpretar y valorar, con sentido crítico y diferentes propósitos de lectura, textos escritos reconociendo el sentido global y las ideas principales y secundarias, identificando la intención del emisor, reflexionando sobre el",od-ccl2,od-cp2,od-cp3,od-stem4,od-cpsaa4,od-cpsaa5,od-cc4,,,
SC,sc-lal1-5,CEs 5,"Producir textos escritos y multimodales coherentes, cohesionados, adecuados y correctos atendiendo a las convenciones propias del género discursivo elegido, para construir conocimiento y dar respuesta de manera informada, eficaz y creativa a demandas comunicativas concretas.",od-ccl1,od-cp2,od-stem4,od-cpsaa4,od-cpsaa5,od-cc4,od-ce1,,,
SC,sc-lal1-6,CEs 6,"Seleccionar y contrastar información procedente de diferentes fuentes, previniendo los sesgos de género, de manera progresivamente autónoma, evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, además de integrarla y transformarla en conocimiento para comunicarla, adoptando un punto de vista crítico y personal a la par que respetuoso con la propiedad intelectual.",od-ccl3,od-cd1,od-cd2,od-cd3,od-cd4,od-cpsaa4,od-cpsaa5,od-cc4,od-ce3,
SC,sc-lal1-7,CEs 7,"Seleccionar y leer de manera autónoma obras diversas como fuente de placer y conocimiento, configurando un itinerario lector que se enriquezca progresivamente en cuanto a diversidad, complejidad y calidad de las obras, y compartir experiencias de lectura para construir la propia identidad lectora y disfrutar de la dimensión",od-ccl1,od-ccl2,od-ccl4,od-cpsaa1,od-cpsaa3,od-cpsaa5,od-ccec1,od-ccec2,od-ccec3,
SC,sc-lal1-8,CEs 8,"Leer, interpretar y valorar obras o fragmentos de la tradición literaria asturiana, incluyendo los que, procedentes de otras literaturas, se hayan",od-ccl1,od-ccl2,od-ccl4,od-cpsaa1,od-cpsaa3,od-cpsaa5,od-ccec1,od-ccec2,od-ccec3,od-ccec4
SC,sc-lal1-9,CEs 9,"Movilizar el conocimiento sobre la estructura de la lengua y sus usos, reflexionando de manera progresivamente autónoma sobre las elecciones lingüísticas y discursivas, con la terminología adecuada, para desarrollar la conciencia lingüística, aumentar el repertorio comunicativo y mejorar las destrezas tanto de producción oral y escrita como de recepción crítica.",od-ccl1,od-ccl2,od-cp2,od-cp3,od-stem1,od-cpsaa4,od-cpsaa5,,,
SC,sc-lal1-10,CEs 10,"Poner las propias prácticas comunicativas al servicio de la convivencia democrática, la resolución dialogada de los conflictos y la igualdad de derechos de todas las personas, utilizando un lenguaje no discriminatorio y desterrando los abusos de poder a través de la palabra para favorecer un uso no solo eficaz sino también ético y democrático del lenguaje.",od-ccl5,od-cp3,od-cpsaa3,od-cc2,od-cc3,,,,,
EC,ec-lal1-1.1,1.1,"Reconocer las lenguas de Asturias y sus variedades geográficas, con especial atención a la diferenciación entre el asturiano, el castellano y el gallego-asturiano, identificando algunos rasgos básicos de estas lenguas y contrastando algunos de estos rasgos en manifestaciones orales, escritas y multimodales.",,,,,,,,,,
EC,ec-lal1-1.2,1.2,"Identificar prejuicios y estereotipos lingüísticos, adoptando una actitud de respeto y valoración de la riqueza lingüística y cultural, a partir de la observación del entorno.",,,,,,,,,,
EC,ec-lal1-2.1,2.1,"Comprender el sentido global, la estructura, la información más relevante en función de las necesidades comunicativas y la intención del emisor en textos orales y multimodales sencillos de diferentes ámbitos, analizando la interacción entre los diferentes códigos.",,,,,,,,,,
EC,ec-lal1-2.2,2.2,"Valorar la forma y el contenido de textos orales y multimodales sencillos en lengua asturiana, evaluando su calidad, fiabilidad e idoneidad del canal utilizado, así como la eficacia de los procedimientos comunicativos empleados.",,,,,,,,,,
EC,ec-lal1-3.1,3.1,"Realizar narraciones y exposiciones orales sencillas en asturiano con diferente grado de planificación sobre temas de interés personal, social y educativo ajustándose a las convenciones propias de los diversos géneros discursivos, con fluidez, coherencia y el registro adecuado, en diferentes soportes, utilizando de manera eficaz recursos verbales y no verbales, y evitando actitudes diglósicas.",,,,,,,,,,
EC,ec-lal1-3.2,3.2,"Participar de manera activa y adecuada en interacciones orales informales en lengua asturiana, en el trabajo en equipo y en situaciones orales formales de carácter dialogado, con actitudes de escucha activa y estrategias de cooperación conversacional y cortesía lingüística, evitando los mecanismos de exclusión y discriminación por género en las interacciones.",,,,,,,,,,
EC,ec-lal1-4.1,4.1,"Comprender e interpretar el sentido global, la estructura, la información más relevante y la intención del emisor de textos escritos y multimodales sencillos (narraciones, descripciones, diálogos…) de diferentes ámbitos que respondan a diferentes propósitos de lectura, realizando las inferencias necesarias.",,,,,,,,,,
EC,ec-lal1-4.2,4.2,"Valorar la forma y el contenido de textos sencillos (narraciones, descripciones, diálogos…) evaluando su calidad, fiabilidad e idoneidad del canal utilizado, así como la eficacia de los procedimientos comunicativos empleados.",,,,,,,,,,
EC,ec-lal1-5.1,5.1,"Planificar la redacción de textos escritos y multimodales sencillos (narraciones, descripciones, diálogos…), atendiendo a la situación comunicativa, destinatario, propósito y canal; redactar borradores y revisarlos con ayuda del diálogo entre iguales e instrumentos de consulta, y presentar un texto final coherente, cohesionado y con el registro adecuado.",,,,,,,,,,
EC,ec-lal1-5.2,5.2,"Incorporar procedimientos básicos para enriquecer los textos, atendiendo a aspectos discursivos, lingüísticos y de estilo, con precisión léxica y corrección ortográfica y gramatical, valorando el uso de la norma estándar en el ámbito formal.",,,,,,,,,,
EC,ec-lal1-6.1,6.1,"Elaborar trabajos de investigación de manera guiada en diferentes soportes sobre diversos temas de interés académico, personal o social que impliquen localizar, seleccionar y contrastar información procedente de diferentes fuentes, calibrando su fiabilidad y pertinencia en función de los objetivos de lectura; organizarla e integrarla en esquemas propios, y reelaborarla y comunicarla de manera creativa, adoptando un punto de vista crítico y respetuoso con los principios de propiedad intelectual.",,,,,,,,,,
EC,ec-lal1-6.2,6.2,Conocer y manejar las fuentes y los recursos analógicos y digitales disponibles en lengua asturiana para elaborar a partir de ellos trabajos y participar en proyectos de investigación.,,,,,,,,,,
EC,ec-lal1-7.1,7.1,"Elegir y leer textos a partir de preselecciones guiándose por los propios gustos, intereses y necesidades, dejando constancia del propio itinerario lector y de la experiencia de lectura.",,,,,,,,,,
EC,ec-lal1-7.2,7.2,Compartir la experiencia de lectura en soportes diversos relacionando el sentido de la obra con la propia experiencia biográfica y lectora.,,,,,,,,,,
EC,ec-lal1-8.1,8.1,"Explicar y argumentar, con la ayuda de pautas y modelos, la interpretación de las obras leídas de la literatura juvenil a partir del análisis de las relaciones internas de sus elementos constitutivos con el sentido de la obra, atendiendo a la configuración de los géneros y subgéneros literarios.",,,,,,,,,,
EC,ec-lal1-8.2,8.2,"Establecer de manera guiada vínculos argumentados entre los textos leídos de la literatura juvenil y otros textos escritos, orales o multimodales y otras manifestaciones artísticas en función de temas, tópicos, estructuras, lenguaje y valores éticos y estéticos, mostrando la implicación y la respuesta personal del lector en la lectura.",,,,,,,,,,
EC,ec-lal1-8.3,8.3,"Crear textos personales o colectivos con intención literaria y conciencia de estilo, en distintos soportes y con ayuda de otros lenguajes artísticos y audiovisuales, a partir de la lectura de obras o fragmentos significativos de la literatura juvenil en los que se empleen las convenciones formales de los diversos géneros y estilos literarios.",,,,,,,,,,
EC,ec-lal1-9.1,9.1,"Revisar los propios textos de manera guiada y hacer propuestas de mejora argumentando los cambios a partir de la reflexión metalingüística y con un metalenguaje específico, e identificar y subsanar algunos problemas de comprensión lectora utilizando los conocimientos explícitos sobre la lengua asturiana y su uso.",,,,,,,,,,
EC,ec-lal1-9.2,9.2,"Explicar y argumentar la interrelación entre el propósito comunicativo y las elecciones lingüísticas del emisor, así como sus efectos en el receptor, utilizando el conocimiento explícito de la lengua asturiana y un metalenguaje específico.",,,,,,,,,,
EC,ec-lal1-9.3,9.3,"Formular generalizaciones sobre aspectos básicos del funcionamiento de la lengua asturiana a partir de la manipulación, comparación y transformación de enunciados, así como de la formulación de hipótesis y la búsqueda de contraejemplos utilizando un metalenguaje específico y consultando de manera guiada diccionarios, manuales, vocabularios y gramáticas.",,,,,,,,,,
EC,ec-lal1-10.1,10.1,"Identificar y desterrar los usos discriminatorios de la lengua, los abusos de poder a través de la palabra y los usos manipuladores del lenguaje a partir de la reflexión y el análisis de los elementos lingüísticos, textuales y discursivos utilizados, así como de los elementos no verbales que rigen la comunicación entre las personas.",,,,,,,,,,
EC,ec-lal1-10.2,10.2,Utilizar estrategias para la resolución dialogada de los conflictos y la búsqueda de consensos tanto en el ámbito personal como educativo y social.,,,,,,,,,,
EC,ec-lal1-10.3,10.3,"Valorar el uso de la lengua asturiana como una herramienta de convivencia, resolución de conflictos e igualdad de derechos.",,,,,,,,,,
SB,sb-lal1-a1,A.1,"Análisis de la propia biografía lingüística y de la diversidad lingüística del centro y de la localidad. Nociones básicas: fórmulas de saludo y despedida, agradecimiento y disculpa.",,,,,,,,,,
SB,sb-lal1-a2,A.2,"Las lenguas de Asturias: origen, distribución geográfica y nociones básicas. Diferencias entre plurilingüismo y diversidad dialectal.",,,,,,,,,,
SB,sb-lal1-a3,A.3,Iniciación de la reflexión interlingüística.,,,,,,,,,,
SB,sb-lal1-a4,A.4,Identificación de prejuicios y estereotipos lingüísticos y exploración de formas de evitarlos.,,,,,,,,,,
SB,sb-lal1-a5,A.5,"Presencia del asturiano en la producción artística actual: literatura, cine, música, etc.",,,,,,,,,,
SB,sb-lal1-a6,A.6,"Importancia de los códigos socioculturales y la tradición cultural en la representación de aspectos concretos de la realidad circundante en textos orales y escritos, con especial atención crítica a la discriminación por género.",,,,,,,,,,
SB,sb-lal1-b1,B.1,Componentes del hecho comunicativo: grado de formalidad de la situación y carácter público o privado; distancia social entre los interlocutores; propósitos comunicativos e interpretación de intenciones; canal de comunicación y elementos no verbales de la comunicación.,,,,,,,,,,
SB,sb-lal1-b2,B.2,"Secuencias textuales básicas: narrativas, descriptivas, y dialogadas.",,,,,,,,,,
SB,sb-lal1-b3,B.3,"Propiedades textuales: coherencia, cohesión y adecuación.",,,,,,,,,,
SB,sb-lal1-b4,B.4,Géneros discursivos propios del ámbito personal: la conversación.,,,,,,,,,,
SB,sb-lal1-b5,B.5,Géneros discursivos propios del ámbito educativo.,,,,,,,,,,
SB,sb-lal1-b6,B.6,"Géneros discursivos propios del ámbito social. Redes sociales y medios de comunicación. Etiqueta digital y riesgos de desinformación, manipulación y vulneración de la privacidad, identificando rasgos sexistas y conductas discriminatorias y violentas. Análisis de la imagen y de los elementos paratextuales de los textos icónico-verbales y multimodales.",,,,,,,,,,
SB,sb-lal1-b7,B.7,"Interacción oral y escrita de carácter informal. Tomar y dejar la palabra. Cooperación conversacional y cortesía lingüística. Escucha activa, asertividad y resolución dialogada de los conflictos. La discriminación por género en los distintos contextos comunicativos.",,,,,,,,,,
SB,sb-lal1-b8,B.8,"Comprensión oral: sentido global del texto y relación entre sus partes, selección y retención de la información relevante. La intención del emisor. Detección de usos discriminatorios del lenguaje verbal y no verbal.",,,,,,,,,,
SB,sb-lal1-b9,B.9,"Producción oral formal. Planificación y búsqueda de información, textualización y revisión. Adecuación a la audiencia. Elementos no verbales. Rasgos discursivos y lingüísticos de la oralidad formal.",,,,,,,,,,
SB,sb-lal1-b10,B.10,Comprensión lectora: sentido global del texto y relación entre sus partes. La intención del emisor. Detección de usos discriminatorios del lenguaje verbal.,,,,,,,,,,
SB,sb-lal1-b11,B.11,"Producción escrita. Planificación, redacción, revisión y edición en diferentes soportes. Corrección gramatical y ortográfica. Propiedad léxica. Usos de la escritura para la organización del pensamiento: toma de notas, esquemas, mapas conceptuales, resúmenes, etc.",,,,,,,,,,
SB,sb-lal1-b12,B.12,"Alfabetización informacional: Búsqueda y selección de la información con criterios de fiabilidad, calidad y pertinencia; análisis, valoración, reorganización y síntesis de la información en esquemas propios y transformación en conocimiento; comunicación y difusión de manera creativa y respetuosa con la propiedad intelectual.",,,,,,,,,,
SB,sb-lal1-b13,B.13,"Recursos lingüísticos para mostrar la implicación del emisor en los textos: formas de deixis (personal, temporal y espacial) y procedimientos de modalización.",,,,,,,,,,
SB,sb-lal1-b14,B.14,Recursos lingüísticos para adecuar el registro a la situación de comunicación.,,,,,,,,,,
SB,sb-lal1-b15,B.15,"Mecanismos básicos de cohesión. Conectores textuales temporales, explicativos, de orden y de contraste. Mecanismos de referencia interna gramaticales (sustituciones pronominales) y léxicos (repeticiones, sinónimos, hiperónimos y elipsis).",,,,,,,,,,
SB,sb-lal1-b16,B.16,Uso coherente de las formas verbales en los textos. Los tiempos de pretérito en la narración. Correlación temporal en el discurso relatado.,,,,,,,,,,
SB,sb-lal1-b17,B.17,"Corrección lingüística y revisión ortográfica y gramatical de los textos. Uso de diccionarios, vocabularios, manuales de consulta, traductores y de correctores ortográficos en soporte analógico o digital.",,,,,,,,,,
SB,sb-lal1-c1,C.1,Implicación en la lectura de forma progresivamente autónoma y reflexión sobre los textos leídos y sobre la propia práctica de lectura.,,,,,,,,,,
SB,sb-lal1-c2,C.2,"Selección, de manera progresivamente autónoma, de obras variadas de la literatura juvenil que incluyan autoras y autores a partir de la utilización autónoma de la biblioteca escolar y pública disponible.",,,,,,,,,,
SB,sb-lal1-c3,C.3,Familiarización con el circuito literario y lector. Participación en actos culturales.,,,,,,,,,,
SB,sb-lal1-c4,C.4,"Expresión, a través de modelos, de la experiencia lectora y de diferentes formas de apropiación y recreación de los textos leídos.",,,,,,,,,,
SB,sb-lal1-c5,C.5,"Estrategias de movilización de la experiencia personal y lectora para establecer vínculos entre la obra leída y aspectos de la actualidad, así como con otros textos y manifestaciones artísticas.",,,,,,,,,,
SB,sb-lal1-c6,C.6,"Estrategias para la recomendación de las lecturas, en soportes variados o bien oralmente entre iguales.",,,,,,,,,,
SB,sb-lal1-c7,C.7,"Lectura de obras juveniles relevantes del patrimonio literario asturiano y universal y de la literatura actual inscritas en itinerarios temáticos o de género, que incluyan la presencia de autoras y autores.",,,,,,,,,,
SB,sb-lal1-c8,C.8,Estrategias y modelos de construcción compartida de la interpretación de las obras. Conversaciones literarias.,,,,,,,,,,
SB,sb-lal1-c9,C.9,Relación entre los elementos constitutivos del género literario y la construcción del sentido de la obra. Análisis básico del valor de los recursos expresivos; sus efectos en la recepción.,,,,,,,,,,
SB,sb-lal1-c10,C.10,"Relación y comparación de los textos leídos con otros textos, con otras manifestaciones artísticas y con las nuevas formas de ficción en función de temas, tópicos, estructuras y lenguajes.",,,,,,,,,,
SB,sb-lal1-c11,C.11,"Estrategias, modelos y pautas para la expresión, a través de procesos y soportes diversificados, de la interpretación y valoración personal de obras y fragmentos literarios.",,,,,,,,,,
SB,sb-lal1-c12,C.12,Lectura con perspectiva de género.,,,,,,,,,,
SB,sb-lal1-c13,C.13,"Lectura expresiva, dramatización y recitación de los textos atendiendo a los procesos de comprensión, apropiación y oralización implicados.",,,,,,,,,,
SB,sb-lal1-c14,C.14,"Creación de textos a partir de la apropiación de las convenciones del lenguaje literario y en referencia a modelos dados (imitación, transformación, continuación, etc.).",,,,,,,,,,
SB,sb-lal1-d1,D.1,"Estrategias de construcción guiada de conclusiones propias sobre el sistema lingüístico. Observación, comparación y clasificación de unidades comunicativas. Observación, comparación y clasificación de unidades comunicativas. Manipulación de estructuras, formulación de hipótesis, contraejemplos, generalizaciones y contraste entre lenguas, utilizando el metalenguaje específico.",,,,,,,,,,
SB,sb-lal1-d2,D.2,"Observación de las diferencias relevantes e intersecciones entre lengua oral y lengua escrita atendiendo a aspectos sintácticos, léxicos y pragmáticos.",,,,,,,,,,
SB,sb-lal1-d3,D.3,"Aproximación a la lengua como sistema y a sus unidades básicas teniendo en cuenta los diferentes niveles: el sonido y sistema de escritura, las palabras (forma y significado), su organización en el discurso (orden de las palabras, componentes de las oraciones o conexión entre los significados).",,,,,,,,,,
SB,sb-lal1-d4,D.4,Aproximación a la forma de las palabras (categoría gramatical) y conocimiento de los procedimientos léxicos (afijos) para el cambio de categoría.,,,,,,,,,,
SB,sb-lal1-d5,D.5,Estrategias de uso progresivamente autónomo de diccionarios y manuales de gramática para obtener información gramatical básica.,,,,,,,,,,
BB,bb-lal1-a,A,La lengua y sus hablantes.,,,,,,,,,,
BB,bb-lal1-b,B,"Comunicación. Estrategias de producción, comprensión y análisis crítico de textos",,,,,,,,,,
BB,bb-lal1-c,C,Educación literaria,,,,,,,,,,
BB,bb-lal1-d,D,Reflexión sobre la lengua,,,,,,,,,,
