type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9
OD,od-ccec2,CCEC2,"Investiga las especificidades e intencionalidades de diversas manifestaciones artísticas y culturales del patrimonio, mediante una postura de recepción activa y deleite, diferenciando y analizando los distintos contextos, medios y soportes en que se materializan, así como los lenguajes y elementos técnicos y estéticos que las caracterizan.",kc-ccec,,,,,,,,
OD,od-cpsaa1.1,CPSAA1.1,"Fortalece el optimismo, la resiliencia, la autoeficacia y la búsqueda de objetivos de forma autónoma para hacer eficaz su aprendizaje.",kc-cpsaa,,,,,,,,
OD,od-cpsaa1.2,CPSAA1.2,"Desarrolla una personalidad autónoma, gestionando constructivamente los cambios, la participación social y su propia actividad para dirigir su vida.",kc-cpsaa,,,,,,,,
OD,od-ce3,CE3,"Lleva a cabo el proceso de creación de ideas y soluciones innovadoras y toma decisiones, con sentido crítico y ético, aplicando conocimientos técnicos específicos y estrategias ágiles de planificación y gestión de proyectos, y reflexiona sobre el proceso realizado y el resultado obtenido, para elaborar un prototipo final de valor para el resto de las personas, considerando tanto la experiencia de éxito como de fracaso, una oportunidad para aprender.",kc-ce,,,,,,,,
OD,od-ccec3.1,CCEC3.1,"Expresa ideas, opiniones, sentimientos y emociones con creatividad y espíritu crítico, realizando con rigor sus propias producciones culturales y artísticas, para participar de forma activa en la promoción de los derechos humanos y los procesos de socialización y de construcción de la identidad personal que se derivan de la práctica artística.",kc-ccec,,,,,,,,
OD,od-ccec3.2,CCEC3.2,"Descubre la autoexpresión, a través de la interactuación corporal y la experimentación con diferentes herramientas y lenguajes artísticos, enfrentándose a situaciones creativas con una actitud empática y colaborativa, y con autoestima, iniciativa e imaginación.",kc-ccec,,,,,,,,
OD,od-ccec4.1,CCEC4.1,"Selecciona e integra con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para diseñar y producir proyectos artísticos y culturales sostenibles, analizando las oportunidades de desarrollo personal, social y laboral que ofrecen sirviéndose de la interpretación, la ejecución, la improvisación o la composición.",kc-ccec,,,,,,,,
OD,od-ccec4.2,CCEC4.2,"Planifica, adapta y organiza sus conocimientos, destrezas y actitudes para responder con creatividad y eficacia a los desempeños derivados de una producción cultural o artística, individual o colectiva, utilizando diversos lenguajes, códigos, técnicas, herramientas y recursos plásticos, visuales, audiovisuales, musicales, corporales o escénicos, valorando tanto el proceso como el producto final y comprendiendo las oportunidades personales, sociales, inclusivas y económicas que ofrecen.",kc-ccec,,,,,,,,
OD,od-stem3,STEM3,"Plantea y desarrolla proyectos diseñando y creando prototipos o modelos para generar o utilizar productos que den solución a una necesidad o problema de forma colaborativa, procurando la participación de todo el grupo, resolviendo pacíficamente los conflictos que puedan surgir, adaptándose ante la incertidumbre y evaluando el producto obtenido de acuerdo a los objetivos propuestos, la sostenibilidad y el impacto transformador en la sociedad.",kc-stem,,,,,,,,
OD,od-cpsaa3.2,CPSAA3.2,"Distribuye en un grupo las tareas, recursos y responsabilidades de manera ecuánime, según sus objetivos, favoreciendo un enfoque sistémico para contribuir a la consecución de objetivos compartidos.",kc-cpsaa,,,,,,,,
OD,od-cpsaa4,CPSAA4,"Compara, analiza, evalúa y sintetiza datos, información e ideas de los medios de comunicación, para obtener conclusiones lógicas de forma autónoma, valorando la fiabilidad de las fuentes.",kc-cpsaa,,,,,,,,
OD,od-ce2,CE2,"Evalúa y reflexiona sobre las fortalezas y debilidades propias y las de otras personas, haciendo uso de estrategias de autoconocimiento y autoeficacia, interioriza los conocimientos económicos y financieros específicos y los transfiere a contextos locales y globales, aplicando estrategias y destrezas que agilicen el trabajo colaborativo y en equipo, para reunir y optimizar los recursos necesarios, que lleven a la acción una experiencia o iniciativa emprendedora de valor.",kc-ce,,,,,,,,
OD,od-cpsaa3.1,CPSAA3.1,"Muestra sensibilidad hacia las emociones y experiencias de otras personas, siendo consciente de la influencia que ejerce el grupo en las personas, para consolidar una personalidad empática e independiente y desarrollar su inteligencia.",kc-cpsaa,,,,,,,,
SC,sc-tegp2-1,CEs 1,"Analizar obras gráfico-plásticas, valorando sus aspectos formales, comparando las técnicas, materiales y procedimientos empleados en su ejecución y conservación, y reflexionando sobre su posible impacto medioambiental, para conformar un marco personal de referencia que potencie la creatividad y fomente una actitud positiva hacia el patrimonio, a la par que comprometida con la sostenibilidad.",od-ccl3,od-stem2,od-cd1,od-cpsaa2,od-cc1,od-cc2,od-cc4,od-ccec1,od-ccec2
SC,sc-tegp2-2,CEs 2,"Utilizar los distintos elementos y procedimientos propios del lenguaje gráfico-plástico, manifestando dominio técnico y experimentando de manera creativa e innovadora con sus posibilidades y combinaciones, para desarrollar una capacidad de expresión autónoma y personal y para responder a unos objetivos determinados.",od-cpsaa1.1,od-cpsaa1.2,od-cc4,od-ce3,od-ccec3.1,od-ccec3.2,od-ccec4.1,od-ccec4.2,
SC,sc-tegp2-3,CEs 3,"Planificar el proceso de realización individual y colectiva de obras gráfico-plásticas, valorando las posibilidades que ofrecen las distintas técnicas, materiales y procedimientos, así como su adecuación a una determinada propuesta, para responder con eficacia y creatividad a cualquier desempeño relacionado con la producción cultural o artística.",od-stem3,od-cpsaa3.2,od-cpsaa4,od-ce2,od-ccec4.2,,,,
SC,sc-tegp2-4,CEs 4,"Desarrollar proyectos gráfico-plásticos individuales y colaborativos, utilizando con destreza diversos materiales, técnicas y procedimientos, para integrar el proceso creativo y responder de manera eficaz, sostenible y creativa a unos objetivos de desempeño determinados.",od-stem3,od-cpsaa1.1,od-cpsaa3.1,od-cpsaa3.2,od-ce3,od-ccec3.2,od-ccec4.1,,
SC,sc-tegp2-5,CEs 5,"Evaluar los productos gráfico-plásticos propios y ajenos, valorando su posible impacto social y cultural, para potenciar una actitud crítica y responsable que favorezca el desarrollo personal y profesional en el campo de la expresión gráfico-plástica.",od-cpsaa1.1,od-cpsaa1.2,od-cpsaa3.1,od-cc4,od-ce2,od-ccec1,od-ccec2,,
EC,ec-tegp2-1.1,1.1,"Analizar obras gráfico-plásticas de distintos tipos y épocas, identificando los materiales, técnicas y procedimientos utilizados, valorando sus efectos expresivos e incorporando juicios de valor estético a partir del estudio de sus aspectos formales.",,,,,,,,,
EC,ec-tegp2-1.2,1.2,"Comparar los elementos, técnicas y procedimientos empleados en distintas producciones gráfico-plásticas, identificando diferencias y aspectos comunes, y estableciendo relaciones entre ellos.",,,,,,,,,
EC,ec-tegp2-1.3,1.3,"Valorar críticamente la sostenibilidad y el impacto medioambiental de los procedimientos y materiales utilizados en la creación gráfico-plástica en distintos momentos históricos, proponiendo alternativas respetuosas con el medioambiente.",,,,,,,,,
EC,ec-tegp2-2.1,2.1,Seleccionar creativamente los recursos gráfico-plásticos adecuados en función de la situación expresiva o la intencionalidad del desempeño solicitado.,,,,,,,,,
EC,ec-tegp2-2.2,2.2,"Utilizar de manera creativa y autónoma las técnicas, materiales y procedimientos de la expresión gráfico-plástica en la resolución de distintas necesidades expresivas y comunicativas, incidiendo en el rigor en la ejecución y en la sostenibilidad del producto final.",,,,,,,,,
EC,ec-tegp2-3.1,3.1,"Planificar el proceso completo de realización de obras gráfico-plásticas variadas, individuales o colectivas, estableciendo las fases de realización y argumentando la selección de las técnicas, materiales, procedimientos y lenguajes más adecuados en función de las distintas intenciones comunicativas o creativas.",,,,,,,,,
EC,ec-tegp2-3.2,3.2,"Planificar de manera adecuada la organización de las fases y de los equipos de trabajo en las propuestas colaborativas, identificando las habilidades requeridas en cada caso y repartiendo y asumiendo las tareas con criterio.",,,,,,,,,
EC,ec-tegp2-4.1,4.1,"Expresar ideas, opiniones y sentimientos mediante la creación de producciones gráficoplásticas individuales y colaborativas de distintos tipos, referidas a distintos motivos o planteamientos, aplicando con solvencia y dominio técnico los distintos procedimientos.",,,,,,,,,
EC,ec-tegp2-4.2,4.2,"Interactuar coordinada y colaborativamente en el desarrollo de producciones gráfico-plásticas colectivas, manifestando una actitud respetuosa, creativa y conciliadora cuando se produzcan diferencias de opinión entre los miembros del grupo.",,,,,,,,,
EC,ec-tegp2-4.3,4.3,"Realizar composiciones gráfico-plásticas individuales o colaborativas, integrando el uso de materiales reciclados cuando sea posible y aplicando criterios de inclusión y sostenibilidad.",,,,,,,,,
EC,ec-tegp2-5.1,5.1,"Evaluar diferentes productos gráfico-plásticos, argumentando, con la terminología específica, el grado de adecuación a la intención prevista de los lenguajes, técnicas, materiales y procedimientos utilizados, valorando el rigor y la calidad de la ejecución, así como aspectos relacionados con la sostenibilidad y la propiedad intelectual.",,,,,,,,,
EC,ec-tegp2-5.2,5.2,Identificar y valorar las oportunidades de desarrollo personal y profesional que se derivan del conocimiento de las técnicas de expresión gráfico-plástica.,,,,,,,,,
SB,sb-tegp2-a1,A.1,"El lenguaje gráfico-plástico: forma, color, textura y composición. Su evolución histórica.",,,,,,,,,
SB,sb-tegp2-a2,A.2,"Soportes, utensilios, pigmentos, aglutinantes y disolventes asociados a las diferentes técnicas gráfico-plásticas. Interacción entre materiales.",,,,,,,,,
SB,sb-tegp2-a3,A.3,"Seguridad, toxicidad e impacto medioambiental de los diferentes materiales artísticos. Soportes y materiales sostenibles.",,,,,,,,,
SB,sb-tegp2-a4,A.4,La conservación de las obras gráfico-plásticas.,,,,,,,,,
SB,sb-tegp2-a5,A.5,La protección de la creatividad. Aspectos fundamentales de la propiedad intelectual. Copias y falsificaciones.,,,,,,,,,
SB,sb-tegp2-a6,A.6,"Perspectiva de género, perspectiva intercultural y perspectiva inclusiva en las producciones gráfico-plásticas.",,,,,,,,,
SB,sb-tegp2-a7,A.7,"Estrategias de investigación, análisis, interpretación y valoración crítica de productos culturales y artísticos.",,,,,,,,,
SB,sb-tegp2-b1,B.1,"Materiales, útiles y soportes asociados al dibujo. Características y terminología específica.",,,,,,,,,
SB,sb-tegp2-b2,B.2,"Técnicas secas: lápices de grafito, carboncillo, lápices compuestos, sanguinas, barras grasas, de color y pasteles.",,,,,,,,,
SB,sb-tegp2-b3,B.3,Técnicas húmedas y mixtas. La tinta y sus herramientas.,,,,,,,,,
SB,sb-tegp2-c1,C.1,"Materiales, útiles y soportes. Características y terminología específica.",,,,,,,,,
SB,sb-tegp2-c2,C.2,"Técnicas al agua: acuarela, témpera y acrílico.",,,,,,,,,
SB,sb-tegp2-c3,C.3,"Técnicas sólidas, oleosas y mixtas. Temple al huevo. Encaustos. Pasteles. Óleos. Óleos miscibles al agua. Pinturas biodegradables.",,,,,,,,,
SB,sb-tegp2-d1,D.1,"Materiales, útiles, maquinaria y soportes. Terminología específica.",,,,,,,,,
SB,sb-tegp2-d2,D.2,Monoimpresión y reproducción múltiple. La obra gráfica. Monotipia plana.,,,,,,,,,
SB,sb-tegp2-d3,D.3,Estampación en relieve. Xilografía. Linóleo.,,,,,,,,,
SB,sb-tegp2-d4,D.4,Estampación en hueco. Calcografía. Técnicas directas e indirectas.,,,,,,,,,
SB,sb-tegp2-d5,D.5,Estampación plana. Método planográfico. Litografía. Método permeográfico. Serigrafía. Método electrónico. Copy Art.,,,,,,,,,
SB,sb-tegp2-e1,E.1,"Otras técnicas, materiales y procedimientos en la expresión gráfico-plástica.",,,,,,,,,
SB,sb-tegp2-e2,E.2,La imagen digital. Arte digital.,,,,,,,,,
SB,sb-tegp2-f1,F.1,Metodología proyectual.,,,,,,,,,
SB,sb-tegp2-f2,F.2,Estrategias para la planificación y desarrollo de proyectos gráfico-plásticos. La organización de los equipos de trabajo.,,,,,,,,,
SB,sb-tegp2-f3,F.3,Proceso de elaboración de una obra pictórica.,,,,,,,,,
SB,sb-tegp2-f4,F.4,Exposición y difusión de proyectos gráfico-plásticos.,,,,,,,,,
SB,sb-tegp2-f5,F.5,Estrategias de evaluación de las fases y los resultados de proyectos gráficos. El error como oportunidad de mejora y aprendizaje.,,,,,,,,,
