type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9
SC,sc-tea4-1,CEs 1,"Elaborar e interpretar un presupuesto personal y familiar, utilizando diferentes recursos y soportes, comprendiendo las relaciones entre los distintos tipos de ingresos y gastos, para llevar a cabo proyectos personales y reconocer el papel del ahorro y la relevancia de la planificación financiera a lo largo de la vida.",od-ccl1,od-ccl2,od-stem1,od-stem4,od-cd2,od-cpsaa5,od-ce2,,
SC,sc-tea4-2,CEs 2,"Explicar el funcionamiento de la economía circular y el importante papel que desempeña en el desarrollo sostenible, reconociendo las responsabilidades personales y sociales, para integrar los principios relacionados con la misma en la manera de consumir y actuar en nuestra vida diaria, considerando las características concretas del contexto asturiano.",od-ccl1,od-ccl3,od-cd1,od-cd4,od-cpsaa2,od-cc4,od-ce1,od-ce2,
SC,sc-tea4-3,CEs 3,"Reconocer y comprender la importancia del manejo de documentación variada, identificando la estructura y las partes relevantes de cada una, para elaborar o rellenar (o ambos), en su caso, documentos cotidianos que permitan familiarizarse con los usos a los que se destina cada uno.",od-ccl1,od-ccl2,od-stem1,od-cd1,od-cd4,od-cc1,,,
SC,sc-tea4-4,CEs 4,"Justificar la relevancia del dinero en las relaciones económicas y sociales, diferenciando los distintos tipos de cuentas bancarias y los diferentes medios de pago, para valorar la idoneidad de su uso en cada contexto y situación, con garantía y responsabilidad.",od-ccl2,od-ccl3,od-stem4,od-cd1,od-cd3,od-cpsaa4,od-cc1,od-ce2,
SC,sc-tea4-5,CEs 5,"Valorar la estabilidad de precios como un objetivo a perseguir, reconociendo su implicación en el crecimiento sostenible y el empleo, para describir, desde un punto de vista crítico, las repercusiones económicas y sociales que la inflación provoca en un país.",od-ccl2,od-ccl3,od-cd1,od-cpsaa5,od-ce1,,,,
SC,sc-tea4-6,CEs 6,"Investigar sobre los productos financieros de ahorro, inversión y gestión de riesgos más adecuados para cada necesidad y contexto personal, comprendiendo la importancia de estudiar su riesgo, plazo, rentabilidad y liquidez, así como el sistema de derechos y obligaciones que implica su contratación, para planificar las decisiones financieras a lo largo de la vida de forma racional y teniendo presentes criterios éticos y relacionados con la sostenibilidad.",od-ccl2,od-ccl3,od-stem4,od-stem5,od-cd2,od-cd3,od-cpsaa4,od-cc4,od-ce3
SC,sc-tea4-7,CEs 7,"Analizar y valorar el papel que las distintas Administraciones públicas desempeñan como garantes del bienestar social, identificando los efectos positivos que su actuación provoca en la sociedad, para relacionar las prestaciones públicas con los ingresos que el Estado consigue a través de la recaudación de los diferentes tributos.",od-ccl1,od-ccl5,od-cd1,od-cd3,od-cd4,od-cpsaa4,od-cpsaa5,od-cc3,
SC,sc-tea4-8,CEs 8,"Investigar sobre la función, el alcance y los efectos que la actuación de la Seguridad Social provoca en la economía, para determinar el impacto que suponen en las empresas, las organizaciones y la sociedad las aportaciones dinerarias a este organismo y comprender que la suma de todas ellas contribuye a garantizar el pago de las prestaciones futuras.",od-ccl1,od-ccl5,od-stem4,od-cd3,od-cpsaa3,od-cc1,,,
EC,ec-tea4-1.1,1.1,"Diferenciar los conceptos de renta y riqueza comprendiendo la relación entre ingresos, gastos, ahorro y endeudamiento con la creación de un patrimonio personal que permita la autonomía a lo largo de las diferentes etapas del ciclo vital.",,,,,,,,,
EC,ec-tea4-1.2,1.2,"Agrupar los gastos más habituales de una persona o familia en sus diferentes categorías: gastos fijos obligatorios, gastos variables necesarios y gastos discrecionales o superfluos.",,,,,,,,,
EC,ec-tea4-1.3,1.3,"Elaborar, exponer y justificar un presupuesto personal o familiar fundamentado en criterios económicos, controlar su grado de cumplimiento y las posibles necesidades de adaptación, decidiendo con racionalidad ante las diferentes alternativas económicas de la vida personal.",,,,,,,,,
EC,ec-tea4-2.1,2.1,Entender el significado de economía circular y aplicar este conocimiento al diseño de acciones que cada persona o entidad pueda poner en práctica en este campo para contribuir a su expansión en la economía.,,,,,,,,,
EC,ec-tea4-2.2,2.2,Reconocer la importancia de comprender el sistema de derechos y obligaciones de las personas consumidoras y usuarias y realizar supuestos sencillos de reclamación.,,,,,,,,,
EC,ec-tea4-2.3,2.3,Identificar las políticas de marketing que llevan al consumismo.,,,,,,,,,
EC,ec-tea4-2.4,2.4,Analizar y debatir sobre cómo el uso excesivo de medios digitales puede llegar a convertirse en una adicción.,,,,,,,,,
EC,ec-tea4-3.1,3.1,"Analizar la estructura y características de distinta documentación, indicando para qué sirve cada una y en qué contexto se tiene que utilizar.",,,,,,,,,
EC,ec-tea4-3.2,3.2,"Cumplimentar documentos del ámbito laboral (contratos, nóminas).",,,,,,,,,
EC,ec-tea4-3.3,3.3,"Elaborar documentos relacionados con una compraventa (pedido, albarán y factura), aplicando razonamientos matemáticos para su interpretación.",,,,,,,,,
EC,ec-tea4-3.4,3.4,Rellenar documentación de tipo personal (matrículas y becas) y relacionada con otros organismos (instancias y reclamaciones).,,,,,,,,,
EC,ec-tea4-4.1,4.1,"Comprender la relevancia del dinero en la economía, su evolución histórica, el proceso de su creación, sus funciones actuales y los cambios que presenta por la innovación tecnológica contemporánea.",,,,,,,,,
EC,ec-tea4-4.2,4.2,Identificar los aspectos básicos del sistema financiero y los intermediarios financieros más importantes.,,,,,,,,,
EC,ec-tea4-4.3,4.3,Conocer el concepto de tipo de interés y aplicarlo al cálculo matemático en supuestos sencillos. Distinguir los elementos de un préstamo y de una línea de crédito.,,,,,,,,,
EC,ec-tea4-4.4,4.4,"Interpretar movimientos de cuentas corrientes y comprender el funcionamiento de los distintos medios de pago, las diferencias entre tarjetas de débito y de crédito, sus ventajas e inconvenientes, estableciendo comparativas entre las emitidas por distintos intermediarios financieros, reconociendo la importancia de la seguridad de la banca digital.",,,,,,,,,
EC,ec-tea4-5.1,5.1,Comprender el fenómeno inflacionario y sus diferentes clases.,,,,,,,,,
EC,ec-tea4-5.2,5.2,Explicar qué es el IPC y calcular la tasa de inflación de un periodo a partir de datos sencillos.,,,,,,,,,
EC,ec-tea4-5.3,5.3,"Analizar los efectos de los procesos inflacionarios, diferenciando entre valores nominales y reales, así como comprender las consecuencias económicas y sociales que implica.",,,,,,,,,
EC,ec-tea4-6.1,6.1,"Identificar los principales elementos de las decisiones de inversión, diferenciando las características de los activos reales de las de los activos financieros.",,,,,,,,,
EC,ec-tea4-6.2,6.2,"Analizar simulaciones básicas de gestión de carteras integradas por renta fija y renta variable, comprendiendo la relevancia del plazo, la rentabilidad, el riesgo y la liquidez.",,,,,,,,,
EC,ec-tea4-6.3,6.3,"Describir los elementos de un seguro y diferenciar sus modalidades principales, valorando su relevancia para la cobertura de riesgos a lo largo de la vida.",,,,,,,,,
EC,ec-tea4-7.1,7.1,"Identificar los distintos niveles de la Administración pública tanto local, regional, autonómica, nacional como a nivel de la Unión Europea.",,,,,,,,,
EC,ec-tea4-7.2,7.2,"Valorar y reconocer cómo la actuación del sector público en la economía a través de los presupuestos contribuye a crear un Estado del bienestar para la ciudadanía, fomentando la consecución de los Objetivos de Desarrollo Sostenible.",,,,,,,,,
EC,ec-tea4-7.3,7.3,Determinar las principales fuentes de ingresos y partidas de gastos del Estado e interpretar datos y gráficos relacionados con ambos conceptos. Diferenciar los tipos de saldo presupuestario e identificar la Deuda pública como mecanismo de financiación del déficit.,,,,,,,,,
EC,ec-tea4-7.4,7.4,"Explicar la función que desarrollan los tributos como instrumentos de recaudación de ingresos públicos. Describir el funcionamiento básico de aquellos impuestos que más inciden sobre la economía familiar: Impuesto sobre la renta de las personas físicas, Impuesto sobre el valor añadido, Impuesto sobre bienes inmuebles e Impuesto sobre vehículos de tracción mecánica.",,,,,,,,,
EC,ec-tea4-8.1,8.1,Valorar la importancia que supone para la sociedad el mecanismo de recaudación de la Seguridad Social con el fin de garantizar el pago de las prestaciones sociales actuales y futuras.,,,,,,,,,
EC,ec-tea4-8.2,8.2,"Identificar las principales prestaciones del sistema de la Seguridad Social y los colectivos a los que se destinan, utilizando webs institucionales para la búsqueda de información.",,,,,,,,,
EC,ec-tea4-8.3,8.3,Distinguir las distintas formas en las que los agentes económicos realizan aportaciones al sistema de Seguridad Social.,,,,,,,,,
SB,sb-tea4-a1,A.1,"La planificación de la economía doméstica. Tipos de gastos e ingresos. Control de gastos e ingresos. El presupuesto personal y familiar: elaboración del documento, tipos de saldo y posibles ajustes a realizar.",,,,,,,,,
SB,sb-tea4-a2,A.2,"El patrimonio personal: endeudamiento, liquidez y solvencia. Consecuencias derivadas de no atender el pago de las deudas. Importancia del ahorro para el logro de objetivos a largo plazo.",,,,,,,,,
SB,sb-tea4-a3,A.3,Consumo y desarrollo sostenible: hacia una economía circular. Beneficios derivados del consumo responsable. Economía circular y desarrollo sostenible en el Principado de Asturias.,,,,,,,,,
SB,sb-tea4-a4,A.4,"Obstáculos para realizar un consumo responsable: marketing, obsolescencia programada y adicciones (dispositivos móviles, redes sociales, videojuegos y apuestas).",,,,,,,,,
SB,sb-tea4-a5,A.5,"Documentación y vida adulta. Documentación relacionada con el mundo laboral (contrato de trabajo y nómina), académico (matrículas y becas), con la compraventa (pedidos, albaranes y facturas) y con la vida ciudadana en relación con distintos organismos y entidades (instancias y reclamaciones).",,,,,,,,,
SB,sb-tea4-b1,B.1,"El dinero: definición, evolución, proceso de creación y funciones. El Banco Central y demás entidades financieras. Las finanzas éticas.",,,,,,,,,
SB,sb-tea4-b2,B.2,"El precio del dinero: el tipo de interés. Las operaciones de préstamo: componentes, funcionamiento y variables para tener en cuenta. Préstamos personales e hipotecarios.",,,,,,,,,
SB,sb-tea4-b3,B.3,"Cuentas bancarias: funcionamiento, servicios asociados y medios de pago (transferencia, tarjetas bancarias y aplicaciones móviles). Medios de pago digital y comercio electrónico (riesgos y utilidades).",,,,,,,,,
SB,sb-tea4-b4,B.4,"El valor del dinero y la inflación: definición, tipos, causas y consecuencias",,,,,,,,,
SB,sb-tea4-b5,B.5,"Activos financieros: definición, características esenciales (rentabilidad, riesgo y liquidez) y tipos (renta fija y renta variable). Ejemplos de activos financieros: depósitos bancarios, acciones, obligaciones y fondos de inversión.",,,,,,,,,
SB,sb-tea4-b6,B.6,"La gestión de riesgos y el contrato de seguros. Definición, tipos y utilidades.",,,,,,,,,
SB,sb-tea4-c1,C.1,El papel del Estado en la economía. Los distintos niveles institucionales: del Ayuntamiento a la Unión Europea.,,,,,,,,,
SB,sb-tea4-c2,C.2,"Los presupuestos públicos: concepto, necesidades sociales, tramitación y tipos de saldo presupuestario.",,,,,,,,,
SB,sb-tea4-c3,C.3,"Los gastos públicos: tipos y principales partidas. Ejemplos de servicios públicos, prestaciones y subvenciones. El Estado como impulsor de la equidad.",,,,,,,,,
SB,sb-tea4-c4,C.4,"Los ingresos públicos. Tributos: concepto y necesidad. Tipos de tributos. Impuestos con los que se relacionan las familias: Impuesto sobre la renta de las personas físicas, Impuesto sobre el valor añadido, Impuesto sobre bienes inmuebles e Impuesto sobre vehículos de tracción mecánica.",,,,,,,,,
SB,sb-tea4-c5,C.5,"Seguridad Social: concepto, funciones y tipos de prestaciones. El sistema de pensiones y la solidaridad intergeneracional.",,,,,,,,,
BB,bb-tea4-a,A,Economía doméstica y consumo responsable,,,,,,,,,
BB,bb-tea4-b,B,Educación financiera,,,,,,,,,
BB,bb-tea4-c,C,"Estado, justicia social y equidad",,,,,,,,,
