type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10,link11
OD,od-ce3,CE3,"Desarrolla el proceso de creación de ideas y soluciones valiosas y toma decisiones, de manera razonada, utilizando estrategias ágiles de planificación y gestión, y reflexiona sobre el proceso realizado y el resultado obtenido, para llevar a término el proceso de creación de prototipos innovadores y de valor, considerando la experiencia como una oportunidad para aprender.",kc-ce,,,,,,,,,,
OD,od-ccec4,CCEC4,"Conoce, selecciona y utiliza con creatividad diversos medios y soportes, así como técnicas plásticas, visuales, audiovisuales, sonoras o corporales, para la creación de productos artísticos y culturales, tanto de forma individual como colaborativa, identificando oportunidades de desarrollo personal, social y laboral, así como de emprendimiento.",kc-ccec,,,,,,,,,,
OD,od-ccl3,CCL3,"Localiza, selecciona y contrasta de manera progresivamente autónoma información procedente de diferentes fuentes, evaluando su fiabilidad y pertinencia en función de los objetivos de lectura y evitando los riesgos de manipulación y desinformación, y la integra y transforma en conocimiento para comunicarla adoptando un punto de vista creativo, crítico y personal a la par que respetuoso con la propiedad intelectual.",kc-ccl,,,,,,,,,,
OD,od-stem1,STEM1,"Utiliza métodos inductivos y deductivos propios del razonamiento matemático en situaciones conocidas, y selecciona y emplea diferentes estrategias para resolver problemas analizando críticamente las soluciones y reformulando el procedimiento, si fuera necesario.",kc-stem,,,,,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas en Internet atendiendo a criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y archivándolos, para recuperarlos, referenciarlos y reutilizarlos, respetando la propiedad intelectual.",kc-cd,,,,,,,,,,
OD,od-cd4,CD4,"Identifica riesgos y adopta medidas preventivas al usar las tecnologías digitales para proteger los dispositivos, los datos personales, la salud y el medioambiente, y para tomar conciencia de la importancia y necesidad de hacer un uso crítico, legal, seguro, saludable y sostenible de dichas tecnologías.",kc-cd,,,,,,,,,,
OD,od-cd5,CD5,"Desarrolla aplicaciones informáticas sencillas y soluciones tecnológicas creativas y sostenibles para resolver problemas concretos o responder a retos propuestos, mostrando interés y curiosidad por la evolución de las tecnologías digitales y por su desarrollo sostenible y uso ético.",kc-cd,,,,,,,,,,
OD,od-cpsaa4,CPSAA4,"Realiza autoevaluaciones sobre su proceso de aprendizaje, buscando fuentes fiables para validar, sustentar y contrastar la información y para obtener conclusiones relevantes.",kc-cpsaa,,,,,,,,,,
OD,od-cpsaa3,CPSAA3,"Comprende proactivamente las perspectivas y las experiencias de las demás personas y las incorpora a su aprendizaje, para participar en el trabajo en grupo, distribuyendo y aceptando tareas y responsabilidades de manera equitativa y empleando estrategias cooperativas.",kc-cpsaa,,,,,,,,,,
OD,od-cc1,CC1,"Analiza y comprende ideas relativas a la dimensión social y ciudadana de su propia identidad, así como a los hechos culturales, históricos y normativos que la determinan, demostrando respeto por las normas, empatía, equidad y espíritu constructivo en la interacción con los demás en cualquier contexto.",kc-cc,,,,,,,,,,
OD,od-cpsaa5,CPSAA5,[Pendiente: no definido en el Anexo I del Decreto 59/2022],kc-cpsaa,,,,,,,,,,
OD,od-ce1,CE1,"Analiza necesidades y oportunidades y afronta retos con sentido crítico, haciendo balance de su sostenibilidad, valorando el impacto que puedan suponer en el entorno, para presentar ideas y soluciones innovadoras, éticas y sostenibles, dirigidas a crear valor en el ámbito personal, social, educativo y profesional.",kc-ce,,,,,,,,,,
OD,od-stem5,STEM5,"Emprende acciones fundamentadas científicamente para promover la salud física, mental y social, y preservar el medio ambiente y los seres vivos; y aplica principios de ética y seguridad en la realización de proyectos para transformar su entorno próximo de forma sostenible, valorando su impacto global y practicando el consumo responsable.",kc-stem,,,,,,,,,,
OD,od-cpsaa1,CPSAA1,"Regula y expresa sus emociones, fortaleciendo el optimismo, la resiliencia, la autoeficacia y la búsqueda de propósito y motivación hacia el aprendizaje, para gestionar los retos y cambios y armonizarlos con sus propios objetivos.",kc-cpsaa,,,,,,,,,,
OD,od-cpsaa2,CPSAA2,"Comprende los riesgos para la salud relacionados con factores sociales, consolida estilos de vida saludable a nivel físico y mental, reconoce conductas contrarias a la convivencia y aplica estrategias para abordarlas.",kc-cpsaa,,,,,,,,,,
OD,od-cc4,CC4,"Comprende las relaciones sistémicas de interdependencia, ecodependencia e interconexión entre actuaciones locales y globales, y adopta, de forma consciente y motivada, un estilo de vida sostenible y ecosocialmente responsable.",kc-cc,,,,,,,,,,
OD,od-cc3,CC3,"Comprende y analiza problemas éticos fundamentales y de actualidad, considerando críticamente los valores propios y ajenos, y desarrollando juicios propios para afrontar la controversia moral con actitud dialogante, argumentativa, respetuosa y opuesta a cualquier tipo de discriminación o violencia.",kc-cc,,,,,,,,,,
OD,od-ccec1,CCEC1,"Conoce, aprecia críticamente y respeta el patrimonio cultural y artístico, implicándose en su conservación y valorando el enriquecimiento inherente a la diversidad cultural y artística.",kc-ccec,,,,,,,,,,
SC,sc-bg4-1,CEs 1,Interpretar y transmitir información y datos científicos argumentando sobre ellos y utilizando diferentes formatos para analizar conceptos y procesos de las ciencias biológicas y geológicas.,od-ccl1,od-ccl2,od-ccl5,od-stem2,od-stem3,od-stem4,od-cd2,od-cd3,od-ce3,od-ccec4,
SC,sc-bg4-2,CEs 2,"Identificar, localizar y seleccionar información, contrastando su veracidad, organizándola y evaluándola críticamente para resolver preguntas relacionadas con las ciencias biológicas y geológicas.",od-ccl3,od-stem1,od-stem2,od-stem4,od-cd1,od-cd2,od-cd3,od-cd4,od-cd5,od-cpsaa4,
SC,sc-bg4-3,CEs 3,"Planificar y desarrollar proyectos de investigación, siguiendo los pasos de las metodologías científicas y cooperando cuando sea necesario para indagar en aspectos relacionados con las ciencias geológicas y biológicas.",od-ccl1,od-stem2,od-stem3,od-stem4,od-cd1,od-cd2,od-cpsaa3,od-cc1,od-ce3,,
SC,sc-bg4-4,CEs 4,"Utilizar el razonamiento y el pensamiento computacional, analizando críticamente las respuestas y soluciones y reformulando el procedimiento, si fuera necesario, para resolver problemas o dar explicación a procesos de la vida cotidiana relacionados con la biología y la geología.",od-ccl2,od-stem1,od-stem2,od-stem3,od-cd3,od-cd5,od-cpsaa4,od-cpsaa5,od-ce1,od-ce3,od-ccec4
SC,sc-bg4-5,CEs 5,"Analizar los efectos de determinadas acciones sobre el medio ambiente y la salud, basándose en los fundamentos de las ciencias biológicas y de la Tierra, para promover y adoptar hábitos que eviten o minimicen los impactos medioambientales negativos, sean compatibles con un desarrollo sostenible y permitan mantener y mejorar la salud individual y colectiva.",od-ccl2,od-stem2,od-stem5,od-cd4,od-cpsaa1,od-cpsaa2,od-cc4,od-cc3,od-ce1,od-ccec1,
SC,sc-bg4-6,CEs 6,"Analizar los elementos de un paisaje concreto valorándolo como patrimonio natural y utilizando conocimientos sobre geología y ciencias de la Tierra para explicar su historia geológica, proponer acciones encaminadas a su protección e identificar posibles riesgos naturales.",od-ccl2,od-stem1,od-stem2,od-stem4,od-stem5,od-cd1,od-cd4,od-cpsaa2,od-cc4,od-ce1,od-ccec1
EC,ec-bg4-1.1,1.1,"Analizar conceptos y procesos biológicos y geológicos interpretando información en diferentes formatos (textos, imágenes, modelos, gráficos, tablas, diagramas, fórmulas, esquemas, símbolos, páginas web, etc.), manteniendo una actitud crítica y obteniendo conclusiones fundamentadas.",,,,,,,,,,,
EC,ec-bg4-1.2,1.2,"Transmitir opiniones propias fundamentadas e información sobre Biología y Geología de forma clara y rigurosa, facilitando su comprensión y análisis mediante el uso de la terminología y el formato adecuados (imágenes, modelos, gráficos, tablas, vídeos, informes, diagramas, fórmulas, esquemas, símbolos, contenidos digitales, etc.), exponiendo argumentos fundamentados, respetuosos y flexibles.",,,,,,,,,,,
EC,ec-bg4-1.3,1.3,"Analizar y explicar fenómenos biológicos y geológicos representándolos mediante el diseño y la realización de modelos y diagramas y utilizando, cuando sea necesario, los pasos del método científico o del diseño de ingeniería (identificación del problema, exploración, diseño, creación, evaluación y mejora).",,,,,,,,,,,
EC,ec-bg4-2.1,2.1,"Resolver cuestiones y profundizar en aspectos biológicos y geológicos localizando, seleccionando, organizando y analizando críticamente la información de distintas fuentes y citándolas con respeto por la propiedad intelectual.",,,,,,,,,,,
EC,ec-bg4-2.2,2.2,"Contrastar la veracidad de la información sobre temas biológicos y geológicos o trabajos científicos, utilizando fuentes fiables y adoptando una actitud crítica y escéptica hacia informaciones sin una base científica como pseudociencias, teorías conspiratorias, creencias infundadas, bulos, etc.",,,,,,,,,,,
EC,ec-bg4-2.3,2.3,"Valorar la contribución de la ciencia a la sociedad y la labor de las personas dedicadas a ella, destacando el papel de la mujer y entendiendo la investigación como una labor colectiva e interdisciplinar en constante evolución influida por el contexto político y los recursos económicos.",,,,,,,,,,,
EC,ec-bg4-3.1,3.1,Plantear preguntas e hipótesis que puedan ser respondidas o contrastadas utilizando el método científico en la explicación de fenómenos biológicos y geológicos y la realización de predicciones sobre estos.,,,,,,,,,,,
EC,ec-bg4-3.2,3.2,"Diseñar la experimentación, la toma de datos y el análisis de fenómenos biológicos y geológicos de modo que permitan responder a preguntas concretas y contrastar una hipótesis planteada evitando sesgos.",,,,,,,,,,,
EC,ec-bg4-3.3,3.3,"Realizar experimentos y tomar datos cuantitativos o cualitativos sobre fenómenos biológicos y geológicos utilizando los instrumentos, herramientas o técnicas adecuadas con corrección y precisión.",,,,,,,,,,,
EC,ec-bg4-3.4,3.4,"Interpretar y analizar los resultados obtenidos en un proyecto de investigación utilizando, cuando sea necesario, herramientas matemáticas y tecnológicas y obteniendo conclusiones razonadas y fundamentadas o valorar la imposibilidad de hacerlo.",,,,,,,,,,,
EC,ec-bg4-3.5,3.5,"Cooperar y colaborar en las distintas fases de un proyecto científico para trabajar con mayor eficiencia, valorando la importancia de la cooperación en la investigación, respetando la diversidad y favoreciendo la inclusión.",,,,,,,,,,,
EC,ec-bg4-4.1,4.1,"Resolver problemas, crear modelos o dar explicación a procesos biológicos o geológicos utilizando conocimientos, datos e información proporcionados por el profesorado, el razonamiento lógico, el pensamiento computacional o los recursos digitales.",,,,,,,,,,,
EC,ec-bg4-4.2,4.2,Analizar críticamente la solución a un problema sobre fenómenos biológicos y geológicos aportando datos o informaciones científicas veraces cambiando los procedimientos utilizados o las conclusiones si dicha solución no fuese viable o ante nuevos datos aportados con posterioridad.,,,,,,,,,,,
EC,ec-bg4-5.1,5.1,"Identificar los posibles riesgos naturales potenciados por determinadas acciones humanas sobre una zona geográfica, teniendo en cuenta sus características litológicas, relieve, biodiversidad y funcionamiento de sus ecosistemas, y factores socioeconómicos.",,,,,,,,,,,
EC,ec-bg4-5.2,5.2,"Proponer y valorar los beneficios para la sociedad de llevar un modo de vida acorde con el desarrollo sostenible y saludable, analizando y proponiendo de forma argumentada las acciones que pueden llevarse a cabo para mejorar la calidad del medio ambiente y la salud individual y colectiva.",,,,,,,,,,,
EC,ec-bg4-6.1,6.1,"Deducir y explicar la historia geológica de una zona geográfica identificando sus elementos más relevantes a partir de cortes, mapas y otros sistemas de información geológica y utilizando el razonamiento, los principios geológicos básicos (horizontalidad, superposición, actualismo, etc.) y las teorías geológicas más relevantes, y relacionarlo con el relieve originado por la dinámica de los factores geológicos internos y externos.",,,,,,,,,,,
EC,ec-bg4-6.2,6.2,"Reflexionar sobre los riesgos geológicos y las actividades humanas que tienen influencia en las catástrofes naturales, y proponer mejoras en las formas de actuación frente a ellas, valorando la importancia de mantener un compromiso con el medio ambiente para el desarrollo seguro, sostenible e igualitario de la humanidad.",,,,,,,,,,,
SB,sb-bg4-a1,A.1,"Hipótesis, preguntas y conjeturas: planteamiento con perspectiva científica.",,,,,,,,,,,
SB,sb-bg4-a2,A.2,"Estrategias para la búsqueda de información, la colaboración y la comunicación de procesos, resultados o ideas científicas: herramientas digitales y formatos de uso frecuente en ciencia (presentación, gráfica, vídeo, póster, informe, etc.).",,,,,,,,,,,
SB,sb-bg4-a3,A.3,Fuentes fidedignas de información científica: reconocimiento y utilización.,,,,,,,,,,,
SB,sb-bg4-a4,A.4,Métodos de observación y de toma de datos de fenómenos naturales.,,,,,,,,,,,
SB,sb-bg4-a5,A.5,Controles experimentales (positivos y negativos): diseño e importancia para la obtención de resultados científicos objetivos y fiables.,,,,,,,,,,,
SB,sb-bg4-a6,A.6,"La respuesta a cuestiones científicas mediante la experimentación y el trabajo de campo: utilización de los instrumentos y espacios necesarios (laboratorio, aulas, entorno, etc.) de forma adecuada y precisa.",,,,,,,,,,,
SB,sb-bg4-a7,A.7,Modelado para la representación y comprensión de procesos o elementos de la naturaleza.,,,,,,,,,,,
SB,sb-bg4-a8,A.8,Métodos de análisis de resultados. Diferenciación entre correlación y causalidad y argumentación de las conclusiones obtenidas.,,,,,,,,,,,
SB,sb-bg4-a9,A.9,La labor científica y las personas dedicadas a la ciencia: contribución a las ciencias biológicas y geológicas e importancia social. El papel de la mujer en la ciencia.,,,,,,,,,,,
SB,sb-bg4-a10,A.10,"La evolución histórica del saber científico: la ciencia como labor colectiva, interdisciplinar y en continua construcción.",,,,,,,,,,,
SB,sb-bg4-b1,B.1,"Relieve y paisaje: diferencias, su importancia como recursos y factores que intervienen en su formación y modelado. El relieve del Principado de Asturias.",,,,,,,,,,,
SB,sb-bg4-b2,B.2,Estructura y dinámica de la geosfera. Métodos de estudio.,,,,,,,,,,,
SB,sb-bg4-b3,B.3,"Los efectos globales de la dinámica de la geosfera desde la perspectiva de la tectónica de placas, asociándola con las teorías de la deriva continental y la expansión del fondo oceánico.",,,,,,,,,,,
SB,sb-bg4-b4,B.4,Procesos geológicos externos e internos: diferencias y relación con los riesgos naturales. Medidas de prevención y mapas de riesgos.,,,,,,,,,,,
SB,sb-bg4-b5,B.5,"Los cortes geológicos: interpretación y trazado de la historia geológica que reflejan mediante la aplicación de los principios del estudio de la historia de la Tierra (horizontalidad, superposición, intersección, sucesión faunística, etc.).",,,,,,,,,,,
SB,sb-bg4-c1,C.1,Identificación y reconocimiento de la morfología de los orgánulos celulares y su relación con su función biológica.,,,,,,,,,,,
SB,sb-bg4-c2,C.2,Las fases del ciclo celular.,,,,,,,,,,,
SB,sb-bg4-c3,C.3,"La función biológica de la mitosis, la meiosis y sus fases.",,,,,,,,,,,
SB,sb-bg4-c4,C.4,Destrezas de observación de las distintas fases de la mitosis al microscopio.,,,,,,,,,,,
SB,sb-bg4-d1,D.1,Modelo simplificado de la estructura del ADN y del ARN y relación con su función y síntesis.,,,,,,,,,,,
SB,sb-bg4-d2,D.2,Estrategias de extracción de ADN de una célula eucariota.,,,,,,,,,,,
SB,sb-bg4-d3,D.3,"Etapas de la expresión génica, características del código genético y resolución de problemas relacionados con estas.",,,,,,,,,,,
SB,sb-bg4-d4,D.4,"Relación entre las mutaciones, la replicación del ADN, el cáncer, la evolución y la biodiversidad. Descripción de las principales enfermedades genéticas.",,,,,,,,,,,
SB,sb-bg4-d5,D.5,Fenotipo y genotipo: definición y diferencias. Las leyes de Mendel sobre la herencia de los caracteres.,,,,,,,,,,,
SB,sb-bg4-d6,D.6,Estrategias de resolución de problemas sencillos de herencia genética de caracteres con relación de dominancia y recesividad con uno o dos genes.,,,,,,,,,,,
SB,sb-bg4-d7,D.7,"Estrategias de resolución de problemas sencillos de herencia del sexo y de herencia genética de caracteres con relación de codominancia, dominancia incompleta, alelismo múltiple y ligada al sexo con uno o dos genes.",,,,,,,,,,,
SB,sb-bg4-d8,D.8,Principales técnicas de la ingeniería genética y sus aplicaciones e impacto en la sociedad.,,,,,,,,,,,
SB,sb-bg4-d9,D.9,El proceso evolutivo de las características de una especie determinada a la luz de la teoría neodarwinista y de otras teorías con relevancia histórica (lamarckismo y darwinismo).,,,,,,,,,,,
SB,sb-bg4-e1,E.1,El origen del universo y del sistema solar.,,,,,,,,,,,
SB,sb-bg4-e2,E.2,Componentes del sistema solar: estructura y características.,,,,,,,,,,,
SB,sb-bg4-e3,E.3,Hipótesis sobre el origen de la vida en la Tierra: procedimientos utilizados para reconstruir su origen y evolución.,,,,,,,,,,,
SB,sb-bg4-e4,E.4,Principales investigaciones en el campo de la astrobiología.,,,,,,,,,,,
